date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.label,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,artist,artist_ori_dbid,place.address.suburb,ori_dbid,no_of_events,new_venue_name_x,new_venue_name_y,total_no_of_events,venue_name,venue_category_minor,venue_category_major,State
1995,2,16,1995,3,13,"PICA (Perth Institute of Contemporary Arts), Western Australia",Australia,Western Australia,Perth,Unknown,4da1c919b538b73d9302676a,,place,place,47.7510741,-120.7401386,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,,,,,,,,,
1994,4,15,1994,7,17,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1975,9,2,1975,9,27,"Melbourne University, Ewing and George Paton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b023b538b73d9301dcba,,place,place,-37.8131869,144.9629796,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,,,,,,,,,
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1942,8,4,1942,8,15,"Athenaeum Art Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1952cb538b73d93002343,,place,place,-37.8131869,144.9629796,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,,,,,,,,,
1923,1,1,1933,1,1,"Modern Art Centre, Margaret Street, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19565b538b73d93003a02,,place,place,-33.8650851,151.2057241,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,,,,,,,,,
1995,7,1,,,,"Carrick Hill, Adelaide, South Australia",Australia,South Australia,Adelaide,5062,4da1eda2b538b73d9302b229,,place,place,-34.9813318,138.6280431,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,,,,,,,,,
1943,1,4,1943,1,25,"Royal South Australian Society of Arts Gallery, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1a9c9b538b73d9301b4cf,,place,place,-34.9286212,138.5999594,"""Dorrit Black""","{""$oid"": ""4da19565b538b73d93003a10""}",,,,,,,,,,
1988,1,1,1988,1,1,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1994,4,15,1994,7,17,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1994,7,30,1995,6,30,"Australian War Memorial, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2612,4da1957bb538b73d93004137,,place,place,-35.2808326,149.1485828,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,,,,,,,,,
1953,1,1,1953,1,1,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1995,7,1,,,,"Carrick Hill, Adelaide, South Australia",Australia,South Australia,Adelaide,5062,4da1eda2b538b73d9302b229,,place,place,-34.9813318,138.6280431,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,3,1,1995,4,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
2000,11,24,2001,2,25,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
2002,1,1,2002,1,1,"Australian War Memorial, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2612,4da1957bb538b73d93004137,,place,place,-35.2808326,149.1485828,"""Stella Bowen""","{""$oid"": ""4da1957bb538b73d9300414b""}",,,,,,,,,,
1983,1,1,1983,1,1,"G Art Gallery, Tokyo, Japan",Japan,Tokyo,Tokyo,163-8001,4da19591b538b73d93004999,,place,place,35.6894875,139.6917064,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1995,3,9,1995,6,1,"Newcastle Region Art Gallery, Newcastle, New South Wales",Australia,New South Wales,Newcastle,2300,4da19550b538b73d930031af,,place,place,-32.9292054,151.7729731,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19550b538b73d930031af,116.0,"Newcastle Region Art Gallery, Newcastle, NSW","Newcastle Region Art Gallery, Newcastle, NSW",134.0,"Newcastle Region Art Gallery, Newcastle, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
2004,1,1,2004,1,1,"Ivan Dougherty and Kudos Gallery, University of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2031,4da1fc96b538b73d9302bd1b,,place,place,-33.9172238,151.2302268,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1992,1,1,1992,1,1,"Sutton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004986,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1995,1,1,1995,1,1,"Sutton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004986,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1969,1,1,1969,1,1,"Prahran College of Fine Arts, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d930049a7,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2003,1,1,2003,1,1,"Heide Museum of Modern Art, Bulleen, Victoria",Australia,Victoria,Manningham,3105,4da19881b538b73d9300d875,,place,place,-37.7589,145.084301,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",Bulleen,4da19881b538b73d9300d875,8.0,"Heide Museum of Modern Art, Melbourne, VIC","Heide Museum of Modern Art, Melbourne, VIC",93.0,"Heide Museum of Modern Art, Melbourne, VIC",Public Independent,Government / Public Museum ,VIC
1999,1,1,1999,1,1,"Dhaka, Bangladesh; Customs House, Sydney, NSW; Bellas Gallery, Brisbane, Queensland",Bangladesh,Dhaka District,Dhaka,1100,4da19591b538b73d930049af,,place,place,23.709921,90.407143,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2004,1,1,2004,1,1,"Sutton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004986,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2007,1,1,2007,1,1,"Warrnambool Art Gallery, Warrnambool, Victoria",Australia,Victoria,Warrnambool,3280,4da19590b538b73d9300495e,,place,place,-38.3855297,142.4824539,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19590b538b73d9300495e,105.0,"Warrnambool Art Gallery, Warrnambool, VIC","Warrnambool Art Gallery, Warrnambool, VIC",107.0,"Warrnambool Art Gallery, Warrnambool, VIC",Local Government and/or Regional Gallery,Government / Public Museum ,VIC
1995,3,1,1995,3,27,"Annandale Galleries, Sydney, NSW; Orange Regional Gallery, Orange, New South Wales",Australia,New South Wales,Orange,2800,4da19591b538b73d9300498c,,place,place,-33.2833333,149.1,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",Sydney,,,,,,,,,
1976,5,1,1976,5,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1987,1,1,1987,1,1,"Roslyn Oxley Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19592b538b73d930049bc,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1993,1,1,1993,1,1,"[various locations], Los Angeles, United States",United States,California,Los Angeles,90012,4da19592b538b73d930049b6,,place,place,34.0522342,-118.2436849,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1995,1,1,1995,1,1,"Swan Hill Regional Art Gallery, Swan Hill, Victoria",Australia,Victoria,,3585,4da19591b538b73d9300498a,,place,place,-35.3405225,143.5614347,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1977,1,1,1977,1,1,"Institute of Contemporary Art, London, United Kingdom",United Kingdom,England,London,SW1P 3JX,4da19591b538b73d930049a1,,place,place,51.5001524,-0.1262362,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2003,1,1,2003,1,1,"Museum of Art, Brigham Young University, Provo, Utah, United States",United States,Utah,Provo,84604,4da19591b538b73d930049ac,,place,place,40.248631,-111.649307,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1998,1,1,1998,1,1,"Monash University Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004975,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19591b538b73d93004975,11.0,"Monash University Museum of Art, Melbourne, VIC","Monash University Museum of Art, Melbourne, VIC",62.0,"Monash University Museum of Art, Melbourne, VIC",University Gallery,University Gallery,VIC
2008,1,1,2008,1,1,"Milani Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19591b538b73d930049a9,,place,place,-27.4709331,153.0235024,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1986,1,1,1986,1,1,"Australian Centre for Contemporary Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b863b538b73d9302110f,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da1b863b538b73d9302110f,39.0,"Australian Centre for Contemporary Art, Melbourne, VIC","Australian Centre for Contemporary Art, Melbourne, VIC",60.0,"Australian Centre for Contemporary Art, Melbourne, VIC",CAOA,ARI or Indpendent ,VIC
1984,1,1,1984,1,1,"Praxis, Freemantle, Western Australia",Australia,New South Wales,,Unknown,4da19592b538b73d930049c2,,place,place,47.7510741,-120.7401386,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1969,1,1,1969,1,1,"Prahran College of Fine Arts, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d930049a7,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2003,1,1,2003,1,1,"Mai's Gallery, Ho Chi Minh City, Vietnam",Vietnam,Hồ Chí Minh,Ho Chi Minh City,72000,4da19590b538b73d93004962,,place,place,10.75918,106.662498,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1978,3,25,1978,5,28,"Mildura, Victoria",Australia,Victoria,Mildura,3500,4da1b4f7b538b73d9301eef4,,place,place,-34.2063006,142.1358321,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1989,1,1,1989,1,1,"Australian National Gallery, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19591b538b73d93004990,,place,place,-35.30053,149.136282,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19591b538b73d93004990,12.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1997,1,1,1997,1,1,"Elizabeth Bay House, Historic Houses Trust, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19591b538b73d930049b3,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1975,1,1,1975,1,1,"George Paton and Ewing Galleries, University of Melbourne, Melbourne, Victoria",Australia,Victoria,Melbourne,3053,4da19591b538b73d930049a4,,place,place,-37.7975768,144.964595,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1986,1,1,1986,1,1,"First Draft, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19592b538b73d930049bf,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1992,1,1,1992,1,1,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1980,7,1,1980,7,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
1985,1,1,1985,1,1,"Charlottenberg Museum, Copenhagen, Denmark",Denmark,Capital Region of Denmark,Copenhagen,2100,4da19591b538b73d93004995,,place,place,55.693403,12.583046,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
1985,1,1,1985,1,1,"Performance Space, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002571,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19531b538b73d93002571,20.0,"Performance Space, Sydney, NSW","Performance Space, Sydney, NSW",20.0,"Performance Space, Sydney, NSW",CAOA,ARI or Indpendent ,NSW
1990,7,17,1990,8,18,"Garry Anderson Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1bcfeb538b73d93023920,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2008,1,1,2008,1,1,"RMIT Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19590b538b73d9300495c,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19590b538b73d9300495c,42.0,"RMIT Gallery, Melbourne, VIC","RMIT Gallery, Melbourne, VIC",44.0,"RMIT Gallery, Melbourne, VIC",University Gallery,University Gallery,VIC
1985,1,1,1985,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1980,1,1,1980,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1991,1,1,1991,1,1,"Performance Space, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002571,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19531b538b73d93002571,20.0,"Performance Space, Sydney, NSW","Performance Space, Sydney, NSW",20.0,"Performance Space, Sydney, NSW",CAOA,ARI or Indpendent ,NSW
2002,1,1,2002,1,1,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1955cb538b73d9300373a,,place,place,-37.8225355,144.9691134,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da1955cb538b73d9300373a,76.0,"National Gallery of Victoria, Melbourne, VIC","National Gallery of Victoria, Melbourne, VIC",243.0,"National Gallery of Victoria, Melbourne, VIC",State Gallery / Library,Government / Public Museum ,VIC
1995,1,1,1995,1,1,"Sutton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004986,,place,place,-37.8131869,144.9629796,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,,,,,,,,,
2003,1,1,2003,1,1,"Ivan Dougherty Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19590b538b73d93004960,,place,place,-33.8689009,151.2070914,"""Bonita Ely""","{""$oid"": ""4da19593b538b73d930049e7""}",,4da19590b538b73d93004960,47.0,"Ivan Dougherty Gallery, Sydney, NSW","Ivan Dougherty Gallery, Sydney, NSW",95.0,"Ivan Dougherty Gallery, Sydney, NSW",University Gallery,University Gallery,NSW
